,transformed_text,target
3481,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow,1
3482,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss,0
3483,tell bad charact u dnt lik tri chang lt gt add tat 2 new year resolut wait ur frank good morn,0
3485,yeah probabl earlier,0
3486,chang window logoff sound,0
3488,also came room,0
3489,huh got lesson 4 lei n thinkin go sch earlier n tot parkin kent vale,0
3491,reach offic around lt decim gt amp mobil problem get voic call asa free,0
3492,cool text head,0
3493,contact date servic someon know find call land line pobox45w2tg150p,1
3494,wan2 win westlif 4 u m8 current tour 1 unbreak 2 untam 3 unkempt text 3 cost 50p text,1
3495,happi birthday may u find ur princ charm soon n dun work hard,0
3496,oh grand bit parti mention cover charg probabl first come first serv,0
3497,said went back bed ca sleep anyth,0
3498,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,0
3499,dorothi bank granit issu explos pick member 300 nasdaq symbol cdgt per,1
3500,say lt gt year old man money last lt gt still wait check,0
3501,come ur home,0
3502,free day finish 6 mon n thur,0
3503,food,0
3504,life all mone eppolum oru pole allalo,0
3505,nite,0
3506,two fundament cool life,0
3507,camera quit good pixel 3optic 5digit doom love holiday safe hope hav good journey happi new year see coupl week,0
3508,hi petey noiåõm ok want 2 chat coz avent spoken 2 u 4 long ur doin good nit js love ya,0
3509,saw ron burgundi captain parti boat yeah,0
3510,seriou money base,0
3511,alreadi one guy love,0
3512,staff placement train amrita colleg,0
3513,alway chat fact need money rais,0
3514,job profil seem like bpo,0
3515,well give co said one nighter persev found one cheap apologis advanc somewher sleep isnt,0
3516,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc,0
3517,will go app class,0
3518,hang brother famili,0
3519,reach 9 tell dont know,0
3520,hey go quit soon xuhui work till end month,0
3521,im sorri bout last nite wasnåõt ur fault spous pmt sumthin u 4give think u shldxxxx,0
3522,tri neva mate,0
3523,yeah pretti much best case scenario,0
3524,free today haf 2 pick parent tonit,0
3525,babe far 2 2 spk da mo dead 2 da wrld sleep da sofa day,0
3526,send naughti pix,0
3527,winner guarante caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64x,1
3528,xma new year eve ticket sale club day 10am till 8pm thur fri sat night week sell fast,1
3529,tyler get 8th leav long 9 get like hour,0
3530,prepar pound everi night,0
3531,actual mobil full msg work onlin need send lt gt sent msg wil explain u later,0
3533,good even,0
3534,home pleas call,0
3535,oic co n si got lunch today dad went dunno whether 2 eat sch wat,0
3536,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea,0
3537,pleas inform applic airtel broadband process success instal happen within 3 day,0
3538,happen dear silent tens,0
3539,get 3 unless guy want come time sooner,0
3540,cough noth,0
3541,ìï come lt 25 n pass lar,0
3542,e person e sm survey,0
3543,lol ok ill tri send warn sprint dead slow prolli get tomorrow,0
3544,thank meet monday,0
3545,th gower mate r u man good wale ill b back åômorrow c u wk msg 4 åð random,0
3546,rock yr chik get 100 filthi film xxx pic yr phone rpli filth saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel,1
3548,got like lt gt get later though get whatev feel like,0
3549,dad want talk apart got late start omw,0
3550,love,0
3551,lol u still feel sick,0
3552,din tell u ju 420,0
3553,eye philosophi,0
3554,next month get upto 50 call 4 ur standard network charg 2 activ call 9061100010 c 1st4term pobox84 m26 3uz cost min mobcudb,1
3555,ok lor town lei,0
3556,alreadi sabarish ask go,0
3557,da vijay go talk jaya tv,0
3558,urgent tri contact u today draw show prize guarante call 09050000460 land line claim j89 po box245c2150pm,1
3559,lol know hey someon great inperson flea forum love,0
3560,text banneduk 89555 see cost 150p textoper g696ga xxx,1
3561,still chanc search hard get let tri,0
3562,auction round highest bid next maximum bid bid send bid 10 bid good luck,1
3563,alway celebr ny famili,0
3564,know taj mahal symbol love lesser known fact mumtaz shahjahan 4th wife 7 wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great,0
3565,ok come home vl nice meet v chat,0
3566,collect valentin weekend pari inc flight hotel prize guarante text pari,1
3567,sent de webadr gete salari slip,0
3568,fine send greet,0
3569,custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc,1
3570,dint touch,0
3571,yup leav right back soon,0
3572,wo believ true incred txt repli g learn truli amaz thing blow mind o2fwd,1
3573,yeah sure leav min,0
3574,one teach ship car,0
3575,sign matur start say big thing actual start understand small thing nice even bslvyl,0
3576,yeah confirm stay weekend,0
3577,said dun haf passport smth like dat juz send email account,0
3578,multipli number independ count decim point divis push decim place like show,0
3579,love night wake see messag hope smile know great morn,0
3580,ard 4 lor,0
3581,right meanwhil project twin comin,0
3582,sent maga money yesterday oh,0
3585,hot n horni will live local text repli hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 repli stop end,1
3586,ride equal unev mani peski cyclist around time night,0
3587,free give otherwis nalla adi entey nattil kittum,0
3588,sent wife text buy tell relax go get wkend,0
3589,escap theatr go watch kavalan minut,0
3590,much would cost hire hitman,0
3591,anyth lor,0
3593,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 08000930705,1
3594,huh cant go 2 ur hous empti hand right,0
3595,good morn princess happi new year,0
3596,congratul winner august prize draw call 09066660100 prize code 2309,1
3597,aight head,0
3598,wat r u busi wif work,0
3599,know mood today,0
3600,jay told alreadi,0
3601,cp caus outag conserv energi,0
3602,sure check happen around area,0
3603,hey morn come ask pa,0
3604,jordan got vote last nite,0
3605,mean got epi fine,0
3606,idea,0
3607,pl come quick cant bare,0
3609,call unabl cal let meet bhaskar deep,0
3610,meet librari,0
3611,k roommat also want dubsack anoth friend may also want plan bring extra tell know sure,0
3612,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect,0
3613,ok c,0
3614,enjoy watch play footbal basketbal anyth outdoor,0
3615,pleas ask macho price rang want someth new use plu interfu blackberri bold lt gt bb,0
3616,sorri sent blank msg yup tri 2 seriou studi,0
3617,hey check da list da,0
3618,8007 25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,1
3619,meant apolog text get drug lt gt night,0
3620,mean februari april get place stay hustl back forth audit season sinc sister move away harlem,0
3621,goin workout lor muz lose e fat,0
3622,damn poor zac stand chanc,0
3624,want tel u one thing u mistak k messag sent,0
3625,yeah right bring tape measur fri,0
3628,head straight,0
3629,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box39822 w111wx,1
3630,thank princess sexi,0
3631,oooh got plenti,0
3632,hui xin da lib,0
3633,big differ lt gt versu lt gt everi lt gt hr,0
3634,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life,0
3635,2 babe feel let 4get tri fit soo muchxxlov u,0
3636,know hook mean right,0
3637,custom servic announc recent tri make deliveri unabl pleas call 07090298926,1
3638,wat da model num ur phone,0
3639,realli skateboard despit fact get thrown wind bandag shit arm everi five minut,0
3640,stop club tone repli see html term club tone cost mfl,1
3641,hous e sky quit dark liao rain got excus 2 run alreadi rite hee,0
3642,sorri left phone upstair ok might hectic would bird one fell swoop date,0
3643,thought see,0
3644,wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog 69696 nyt ec2a 3lp,1
3645,carlo say pick later yeah set,0
3646,hey babe friend cancel still visit,0
3648,hmm ill think ok forgiven,0
3649,hope get away 7 langport still town tonight,0
3650,want send virtual hug need one,0
3651,probabl still go stuff,0
3652,issu right ill fix tomorrow,0
3653,come peopl,0
3654,senthil group compani apnt 5pm,0
3655,oh realli make air talent,0
3656,studi free next weekend,0
3657,r u yet wear blue shirt n black pant,0
3658,come lt gt min,0
3659,reach ur home lt gt minut,0
3660,well great weekend,0
3661,langport sorri probabl bed 9pm suck ill xma go2sri lanka,0
3662,frnd juz word mere relationship silent promis say wherevr whenevr forevr gudnyt dear,0
3663,huh 6 also mani mistak,0
3664,ha u ju ate honey ar sweet,0
3665,turn phone mom tell everyon cancer sister wo stop call hurt talk ca put see u u get home love u,0
3666,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym,0
3667,thank love rock,0
3668,yeah imma come caus jay want drug,0
3669,ok thanx take care,0
3670,yup thk u oso bore wat,0
3671,came look flat seem ok 50 away alot wiv work got woman come,0
3672,moji inform save live thank,0
3674,who class,0
3675,hey r still onlin finish format,0
3676,great attract brotha,0
3677,promot number 8714714 ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16,1
3680,lol happen vega stay vega,0
3681,hello hello hi lou sorri took long 2 left mobil friend lancast got bak neway im sorri couldnåõt make ur båõday 2 hun,0
3682,use soc use home ìï dunno 2 type word ar,0
3683,dad say hurri hell,0
3684,wake lt gt morn,0
3685,get class bsn like lt gt minut know advis,0
3686,great shoot big load get readi,0
3687,meet lobbi,0
3688,still come tonight,0
3689,happen dear tell,0
3690,sir wait call free pleas call,0
3692,text finish long time ago shower,0
3693,ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx,0
3694,hello per request lt gt transfer,0
3695,tirupur call da,0
3696,winner special select receiv cash award speak live oper claim call cost 10p,1
3697,catch put,0
3698,noe specifi da domain nusstu ìï still sch,0
3699,oh ask fun haha take care,0
3700,shall get pouch,0
3701,hey loverboy love tell look pictur ach feel leg fuck want need crave,0
3702,boy sweet word left morn sigh goe day love start studi,0
3703,kent vale lor ìï wait 4 ar,0
3704,good make money,0
3705,read gud habit nan bari hudgi yorg pataistha ertini kano,0
3706,aight still want get money,0
3709,town import,0
3710,sorri pa dont knw ru pa,0
3711,wat u,0
3712,meet rite go home lor dun feel like comin ok,0
3713,oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still,0
3714,late call tomorrow care sweet dream u ummifi bye,0
3715,network technic support associ,0
3716,gon na rip uteru,0
3717,cool like swim pool jacuzzi hous,0
3718,thank rington order refer number x49 mobil charg tone arriv pleas call custom servic text txtstar,1
3719,yeah gang readi,0
3720,blank blank wat blank lol,0
3721,movi collect car oredi,0
3722,left alreadi orchard,0
3723,hi 2night ur lucki night uve invit 2 xchat uk wildest chat txt chat 86688 ldn 18yr,1
3724,noth spl wat abt u whr ru,0
3725,chikku nt yet ya free,0
3726,aldrin rakhesh ex rtm,0
3727,search 4 happi 1 main sourc unhappi accept life way come u find happi everi moment u live,0
3729,guess could good excus lol,0
3730,frnd neces life imagin urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event esp care miss amp irrit u 4wrd frnd wthout u cant live jst takecar goodmorn,0
3732,old orchard near univ,0
3733,4 taco 1 raja burrito right,0
3734,get ok,0
3735,how street end librari walk,0
3736,plz note anyon call mobil amp ask u type lt gt lt gt disconnect call coz iz attempt make use sim card itz confirmd nokia n motorola n verifi cnn ibn,0
3737,stop get ice cream go back,0
3738,stitch trouser,0
3740,146tf150p,1
3741,hey bore think u wat r u,0
3742,nah wednesday bring mini cheeto bag,0
3743,nobodi name peni girl name stori add,0
3744,aight let know gon na around usf,0
3745,lip sync shangela,0
3746,ìï neva tell noe home da aft wat,0
3747,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,0
3748,dear voucher holder 2 claim 1st class airport loung pass use holiday voucher call book quot 1st class x 2,1
3749,buzz hey love think hope day goe well sleep miss babe long moment togeth love smile,0
3750,haha sound crazi dunno tahan anot,0
3751,u earli,0
3752,ya one slow poo,0
3754,gloucesterroad uup later,0
3757,lol ouch wish stay bit longer,0
3758,god ask forgiv littl child gave love repli,0
3759,join lt gt bu,0
3760,ask keep one mayb get messag sent glo,0
3762,send lt gt min,0
3763,would smoke help us work difficult time,0
3764,someon u know ask date servic 2 contact cant guess call 09058095107 reveal pobox 7 s3xi 150p,1
3765,lookin strong,0
3766,sir goodmorn free call,0
3767,call,0
3769,love girl offic may wonder smile sore,0
3770,hi wlcome back wonder got eaten lion someth noth much,0
